2024-11-19 00:49:06.536 GMT,,,1,,673be080.1,1,,2024-11-19 00:49:04 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-19 00:49:06.540 GMT,,,1,,673be080.1,2,,2024-11-19 00:49:04 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-19 00:49:06.540 GMT,,,1,,673be080.1,3,,2024-11-19 00:49:04 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-19 00:49:06.644 GMT,,,1,,673be080.1,4,,2024-11-19 00:49:04 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-19 00:49:07.432 GMT,,,31,,673be083.1f,1,,2024-11-19 00:49:07 GMT,,0,LOG,00000,"database system was shut down at 2024-11-19 00:48:13 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-19 00:49:07.976 GMT,,,1,,673be080.1,5,,2024-11-19 00:49:04 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-19 00:50:35.248 GMT,"postgres","login",37,"172.18.0.6:58682",673be0da.25,1,"PARSE",2024-11-19 00:50:34 GMT,0/2,0,LOG,00000,"duration: 211.120 ms  parse s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE (""public"".""Users"".""id"" = $1 AND 1=1) LIMIT $2 OFFSET $3",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-19 00:50:35.373 GMT,"postgres","login",37,"172.18.0.6:58682",673be0da.25,2,"BIND",2024-11-19 00:50:34 GMT,0/3,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT """"public"""".""""Users"""".""""id"""", """"public"""".""""Users"""".""""email"""", """"public"""".""""Users"""".""""password"""" FROM """"public"""".""""Users"""" WHERE (""""public"""".""""Users"""".""""id"""" = $1 AND 1=1) LIMIT $2 OFFSET $3"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-19 00:50:35.386 GMT,"postgres","login",37,"172.18.0.6:58682",673be0da.25,3,"BIND",2024-11-19 00:50:34 GMT,0/3,0,LOG,00000,"duration: 135.977 ms  bind s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE (""public"".""Users"".""id"" = $1 AND 1=1) LIMIT $2 OFFSET $3","Parameters: $1 = '1', $2 = '1', $3 = '0'",,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-19 00:50:35.387 GMT,"postgres","login",37,"172.18.0.6:58682",673be0da.25,4,"SELECT",2024-11-19 00:50:34 GMT,0/3,0,LOG,00000,"execute s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE (""public"".""Users"".""id"" = $1 AND 1=1) LIMIT $2 OFFSET $3","Parameters: $1 = '1', $2 = '1', $3 = '0'",,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
